ride_dist,ride_time,ride_speed,ride_id
6.975410458632454,0.21029874838571574,33.16905360672251,202401090
2.5161505519114655,0.06887201135482608,36.533716707478604,202401091
1.4487275091153307,0.03471208324650756,41.73553914431481,202401092
5.524395886641401,0.19866501264997602,27.80759336005845,202401093
4.101407141508098,0.09690113954282673,42.32568534135171,202401094
3.0104298669664598,0.11095310403313909,27.13245287907687,202401095
3.2913819056314972,0.12151401795038706,27.086437936529553,202401096
4.9189664379476365,0.16606328584096233,29.621035215806202,202401097
6.490874389123493,0.18532778033300518,35.02375292824639,202401098
2.118429920510568,0.06685054741949206,31.689043729399337,202401099
0.36081648134942745,0.01244301187205195,28.99751965678435,2024010910
7.279019049070551,0.2839134691040111,25.63816035935899,2024010911
6.073661692640204,0.22440242289709253,27.065936339847326,2024010912
8.059300319914264,0.2783308250445298,28.95583095629048,2024010913
7.988162542728442,0.2432843471811091,32.83467528957703,2024010914
6.546660469589668,0.21362948092163575,30.64492991017066,2024010915
6.606900734440418,0.17912250368343438,36.884816807367116,2024010916
9.94284059414369,0.3246839222510293,30.623138112937983,2024010917
9.773263221211362,0.4740720741314071,20.615564076660483,2024010918
6.736956965956882,0.24924972863374775,27.028944034905223,2024010919
6.943777606692294,0.26134228673840987,26.56966728711093,2024010920
3.0122149899290287,0.14393267310543925,20.927944468330704,2024010921
1.1923251454935835,0.04103560275653243,29.055870156647767,2024010922
7.819492431718805,0.23147413218702276,33.78127982525899,2024010923
9.305772833313275,0.25848568033293257,36.00111550213278,2024010924
0.9647775223828003,0.03931683447913111,24.53853508717474,2024010925
6.249704342268114,0.23812549547381637,26.245422943194733,2024010926
5.908743893544781,0.25314634154589377,23.34121780098317,2024010927
2.5028320490691804,0.06827190385000591,36.659766432878875,2024010928
2.061786602884851,0.06037109136440074,34.15188555131261,2024010929
5.285175316924021,0.16567409001847247,31.901037249305126,2024010930
5.83797056546263,0.1652665493875836,35.3245746770655,2024010931
0.1537827794468083,0.0051375476935273685,29.933109845491906,2024010932
4.633096490033043,0.15843568056783064,29.242759417753046,2024010933
0.5173583287508021,0.014873284379229275,34.78440373756985,2024010934
2.108518277807182,0.06624689999995428,31.82818030441631,2024010935
6.180322597182575,0.2283200966838365,27.06867545584786,2024010936
8.578541175442947,0.4172607900553623,20.559183560728872,2024010937
7.015453808783652,0.31786839183049254,22.07030956549066,2024010938
8.563210562673065,0.2706276635616009,31.64203707033035,2024010939
3.846155571750413,0.1149950692211581,33.44626511205885,2024010940
7.0324694443480675,0.2568017395776839,27.384820118092343,2024010941
6.497993263506404,0.2155063414949214,30.152213704855342,2024010942
6.6746189774050935,0.23512432595652236,28.387615574235905,2024010943
6.315722623694285,0.2200765224944505,28.697848148948026,2024010944
0.056561427329961944,0.0015215100244069567,37.17453478626147,2024010945
9.346754748311334,0.2837645748496143,32.93841295469951,2024010946
9.49417697681437,0.33195697503153354,28.600625053630793,2024010947
0.700303932087456,0.023776565043166203,29.453536741579732,2024010948
3.658366722634633,0.10834775410382519,33.76504435088678,2024010949
4.368852652283634,0.1789180767403781,24.41817356791246,2024010950
4.782757756685036,0.1502208385837966,31.83817772403863,2024010951
